countrycode,country,year,fdi,rgdpo,pop,csh_i,ave_income
ESP,Spain,1980,38.76502667295524,547170.875,37.704867,134.7217449,29.21389107
EST,Estonia,1980,,,,,
FIN,Finland,1980,3.1385741103667097,91593.17188,4.779454,199.9656762,38.57879506
FRA,France,1980,28.219705912978892,1246880.25,55.28564599999999,147.0846273,45.40212747
GBR,United Kingdom,1980,108.01960037335836,1126705.0,56.221513,89.10048206,40.34331107
GRC,Greece,1980,71.28570527390269,137737.6719,9.620274,163.684663,28.82233375
HUN,Hungary,1980,,109653.6094,10.759022,125.223708,20.51700585
IRL,Ireland,1980,79.30896162263898,44068.83594,3.431078,153.2261719,25.85620808
ISL,Iceland,1980,40.354885183295984,5986.566895,0.228127,196.4631273,52.82810066
ISR,Israel,1980,,62633.21875,3.7446669999999997,116.5239067,33.67095029
ITA,Italy,1980,7.307133513174607,1121713.375,56.336445999999995,133.4493289,40.082638200000005
JPN,Japan,1980,1.5270468096914416,2219018.25,115.912104,184.572132,38.53859976
KOR,"Korea, Rep.",1980,0.556639899680108,189564.375,37.451085,185.3437401,10.18957723
LUX,Luxembourg,1980,,8767.267578,0.364044,147.5167732,48.48129703
LVA,Latvia,1980,,,,,
MEX,Mexico,1980,64.82982672866856,828710.125,69.330974,123.94702930000001,24.06241373
NLD,Netherlands,1980,71.29176583151985,319320.125,14.103279,119.98362820000001,45.57955065
NOR,Norway,1980,5.595955337741504,101509.25,4.082525,144.0193163,50.05421012
NZL,New Zealand,1980,46.415524787859994,51362.45313,3.1467709999999998,103.503784,32.85825268
POL,Poland,1980,,223013.8594,35.782855,102.2775401,12.54644569
PRT,Portugal,1980,28.759339272597412,101770.5078,9.755635,133.0958057,21.00052948
SVK,Slovak Republic,1980,,,,,
SVN,Slovenia,1980,,,,,
SWE,Sweden,1980,10.79756792955225,166880.1719,8.310915,158.25556630000003,40.42218116
TUR,Turkey,1980,1.577465751524074,331020.6875,43.90579,117.3787632,15.17739324
USA,United States,1980,35.654878924099755,6724476.0,229.588208,126.37922579999999,58.96206916
AUS,Australia,1981,80.11053637943,338412.0,14.898019,156.9996536,45.72788101
AUT,Austria,1981,27.795758959928303,134646.4063,7.5916179999999995,132.0536203,35.70460773
BEL,Belgium,1981,,191883.125,9.865511999999999,135.160655,39.15443846
CAN,Canada,1981,13.066691473324191,625821.75,24.768525,138.0555468,50.86445019
CHE,Switzerland,1981,,188825.8594,6.315799,188.003399,60.18621276
CHL,Chile,1981,66.90577587616767,78812.75,11.400489,104.8981164,13.91671867
CZE,Czech Republic,1981,,,,,
DEU,Germany,1981,2.4191269264459034,1500899.875,77.990369,140.58870090000002,38.74133593
DNK,Denmark,1981,9.6894039034721,105202.7109,5.124807,111.5605838,41.32503811
ESP,Spain,1981,50.87199962150271,520218.7813,37.976189,122.37268710000001,27.57645864
EST,Estonia,1981,,,,,
FIN,Finland,1981,11.445415990101983,92874.35156,4.800898999999999,181.92589819999998,38.94368747
FRA,France,1981,24.18664053256866,1222484.0,55.527915,136.6077679,44.31958279
GBR,United Kingdom,1981,65.54360996907086,1102554.875,56.231019999999994,83.67030464,39.47190607
GRC,Greece,1981,59.88580543876617,137955.1875,9.704947,152.17892419999998,28.61598596
HUN,Hungary,1981,,111345.7422,10.75027,122.5393467,20.85057753
IRL,Ireland,1981,59.26597211469873,44811.50781,3.4688839999999996,162.24890290000002,26.00540527
ISL,Iceland,1981,92.84700987202393,6268.043945,0.230525,201.8100638,54.73660388
ISR,Israel,1981,,66302.46094,3.8152699999999995,108.25775349999999,34.98389952
ITA,Italy,1981,15.827043913787586,1103899.625,56.489622999999995,123.1212496,39.33913042
JPN,Japan,1981,0.9396413150498764,2210524.75,116.821569,177.7315931,38.09221205
KOR,"Korea, Rep.",1981,8.490170009992799,202066.9375,38.046253,173.3077833,10.69171107
LUX,Luxembourg,1981,,8399.466797,0.364779,153.78523719999998,46.35384193
LVA,Latvia,1981,,,,,
MEX,Mexico,1981,74.19849244575745,893062.4375,70.95074100000001,134.23724769999998,25.33895696
NLD,Netherlands,1981,66.93186927385419,310826.9688,14.181967000000002,107.1117459,44.12107333
NOR,Norway,1981,63.684904370478115,102314.8672,4.095177,148.8853667,50.29559077
NZL,New Zealand,1981,68.49823079517444,53145.64844,3.164965,121.40378840000001,33.80357594
POL,Poland,1981,,210070.0938,36.145210999999996,91.3608012,11.69976965
PRT,Portugal,1981,32.89168314818085,100951.4922,9.824239,140.95890469999998,20.68605475
SVK,Slovak Republic,1981,,,,,
SVN,Slovenia,1981,,,,,
SWE,Sweden,1981,8.539630965103848,169698.4219,8.31981,136.505004,41.06087893
TUR,Turkey,1981,8.061740093845044,368117.4063,44.936836,144.5265925,16.49102724
USA,United States,1981,47.293567454227826,6901233.5,231.765783,131.7176658,59.94338298
AUS,Australia,1982,73.53833903943907,330351.4063,15.101227,137.6615871,44.03801857
AUT,Austria,1982,17.58573861643432,135227.9844,7.588957000000001,128.5734803,35.87140018
BEL,Belgium,1982,,185875.4844,9.872709,128.9922462,37.90090876
CAN,Canada,1982,1.7315360714714254,610849.0,25.017501,112.77772579999998,49.15342533
CHE,Switzerland,1982,,186113.6094,6.341369,181.0384273,59.08251212
CHL,Chile,1982,95.4526221674526,68360.78906,11.569135000000001,53.74233639999999,11.89515278
CZE,Czech Republic,1982,,,,,
DEU,Germany,1982,5.92768918129439,1466738.875,77.812348,136.4976334,37.94618578
DNK,Denmark,1982,13.356653394325606,106817.9297,5.122809999999999,119.94590790000001,41.97587463
ESP,Spain,1982,54.981324567011114,503428.7188,38.212556,121.9763892,26.52135721
EST,Estonia,1982,,,,,
FIN,Finland,1982,0.10390240427472616,93781.70313,4.826135,185.0004596,39.11852722
FRA,France,1982,16.340084596503168,1220582.25,55.797684,139.6166128,44.03669561
GBR,United Kingdom,1982,63.36050809874687,1105770.625,56.250124,93.98623213,39.57358642
GRC,Greece,1982,48.123701802072254,133677.9844,9.77125,157.2779725,27.54061347
HUN,Hungary,1982,,112281.2422,10.719749,119.476367,21.08562305
IRL,Ireland,1982,67.85697229189464,45301.67969,3.501213,164.98200400000002,26.04711449
ISL,Iceland,1982,68.31638790303029,6508.527832,0.233121,215.2188762,56.20373989
ISR,Israel,1982,,68249.65625,3.883547,124.6329689,35.37820133
ITA,Italy,1982,8.736687766691444,1086785.125,56.626403,122.41652749999999,38.63567964
JPN,Japan,1982,2.3380271501659755,2181687.25,117.708919,168.8643031,37.31186596
KOR,"Korea, Rep.",1982,5.348427267062179,216995.7188,38.665964,172.6884487,11.29759936
LUX,Luxembourg,1982,,8402.544922,0.365098,154.0755445,46.33031312
LVA,Latvia,1982,,,,,
MEX,Mexico,1982,65.96780710429341,879326.5,72.547995,105.74216799999999,24.39993073
NLD,Netherlands,1982,47.29705535541407,302134.8438,14.255051000000002,106.5447253,42.667371
NOR,Norway,1982,42.53467500337244,101211.7656,4.107655,166.6960095,49.60219405
NZL,New Zealand,1982,81.12650586374956,53754.77344,3.1886639999999997,129.4208992,33.93689646
POL,Poland,1982,,207615.0938,36.517072,98.15741769,11.44529056
PRT,Portugal,1982,28.44021123455896,101331.9375,9.873144,144.1884036,20.66116098
SVK,Slovak Republic,1982,,,,,
SVN,Slovenia,1982,,,,,
SWE,Sweden,1982,18.978809316235974,171565.4063,8.323466,135.50251459999998,41.49438761
TUR,Turkey,1982,5.136879492080806,367733.9688,45.99794,126.9580058,16.09382271
USA,United States,1982,22.481177181076525,6731911.0,233.953874,121.4665226,57.92579073
AUS,Australia,1983,101.67920236189283,350116.9063,15.318254000000001,144.0764484,46.01163458
AUT,Austria,1983,18.065264171976207,138082.7969,7.589573,126.0469718,36.62571224
BEL,Belgium,1983,,180343.6719,9.878636,115.01819669999999,36.75088239
CAN,Canada,1983,35.395725822304925,632219.75,25.272656,118.30811329999999,50.35945471
CHE,Switzerland,1983,34.80385828341286,187297.2813,6.376791000000001,182.3302625,59.12799282
CHL,Chile,1983,39.98070591472776,66080.17188,11.742057,43.9640015,11.32898041
CZE,Czech Republic,1983,,,,,
DEU,Germany,1983,13.537066751567684,1466791.125,77.657451,144.0742428,38.02322841
DNK,Denmark,1983,5.977387839611229,107688.3359,5.118966,116.7537003,42.34969307
ESP,Spain,1983,57.36834347521722,493061.5938,38.415495,114.0521696,25.83798179
EST,Estonia,1983,,,,,
FIN,Finland,1983,9.982147548801375,95085.46094,4.853196,178.8536899,39.44120104
FRA,France,1983,18.581452930118196,1203227.125,56.091787,128.89938429999998,43.18293772
GBR,United Kingdom,1983,63.76443059132373,1131237.625,56.283958999999996,101.0858709,40.46066809
GRC,Greece,1983,53.54169014221939,132038.0156,9.822999000000001,148.558604,27.05943567
HUN,Hungary,1983,,111011.7422,10.673963,111.9792091,20.93664415
IRL,Ireland,1983,49.19136000824562,44442.50781,3.527472,144.1231306,25.36289528
ISL,Iceland,1983,-51.76804268414583,5864.661133,0.23586,141.664559,50.05557737
ISR,Israel,1983,,71167.82813,3.9502410000000006,134.2575101,36.26803001
ITA,Italy,1983,16.240235806547616,1074058.75,56.7444,116.28785239999999,38.10385146
JPN,Japan,1983,1.9879614038887334,2157934.0,118.552097,154.7371363,36.6431469
KOR,"Korea, Rep.",1983,4.74523425252749,243126.7188,39.295418,169.3825764,12.45531233
LUX,Luxembourg,1983,,8397.236328,0.36530100000000004,139.47567719999998,46.27531259
LVA,Latvia,1983,,,,,
MEX,Mexico,1983,88.76639746026055,821239.375,74.133377,82.67985579,22.30076833
NLD,Netherlands,1983,54.041977924360395,303028.9063,14.325363000000001,111.4734135,42.58358973
NOR,Norway,1983,32.117504906625506,105693.0313,4.120386,154.67815430000002,51.6383429
NZL,New Zealand,1983,43.072970581646885,56849.484379999994,3.215826,126.956792,35.587528999999996
POL,Poland,1983,,226031.6406,36.879742,103.1600745,12.338012599999999
PRT,Portugal,1983,32.49392231093255,98947.35156,9.904444,119.1877686,20.11119698
SVK,Slovak Republic,1983,,,,,
SVN,Slovenia,1983,,,,,
SWE,Sweden,1983,13.141791278271981,175862.6563,8.326196000000001,130.4572833,42.51976395
TUR,Turkey,1983,4.4960780083300405,385593.9375,47.072603,117.4499561,16.49019643
USA,United States,1983,17.34905784188244,7040408.0,236.161961,124.7395957,60.01388305
AUS,Australia,1984,11.688891230165327,363798.4688,15.548591,150.3054523,47.10138454
AUT,Austria,1984,10.218431890109207,137344.2656,7.593397,138.7666035,36.41147493
BEL,Belgium,1984,,180031.3281,9.885088,126.896774,36.66328642
CAN,Canada,1984,80.64162749485529,676009.625,25.546736,123.1420007,53.26982937
CHE,Switzerland,1984,44.07847792981408,193460.7813,6.416275,189.6949509,60.69792074
CHL,Chile,1984,23.963371391264367,68532.69531,11.921407,73.86420654,11.5726853
CZE,Czech Republic,1984,,,,,
DEU,Germany,1984,4.422346488865843,1480377.875,77.566776,141.499942,38.42029465
DNK,Denmark,1984,-1.5663342122783634,109885.625,5.115308,130.5376825,43.24470517
ESP,Spain,1984,62.233356752936686,484896.9063,38.588238,107.107298,25.29637618
EST,Estonia,1984,,,,,
FIN,Finland,1984,15.511871225745347,97509.50781,4.879222,169.0617491,40.23094481
FRA,France,1984,27.240788468611044,1190937.375,56.402568,126.08381159999999,42.50635777
GBR,United Kingdom,1984,-4.537134711294015,1145577.875,56.337848,107.5616158,40.93437934
GRC,Greece,1984,60.88742682481183,135269.6094,9.866725,145.4786992,27.59885459
HUN,Hungary,1984,,111839.1094,10.622558999999999,108.5349991,21.19475469
IRL,Ireland,1984,36.34398250708409,45435.33203,3.547157,136.6980542,25.78559405
ISL,Iceland,1984,29.266506883612653,6451.640136999999,0.23864699999999997,176.48343590000002,54.422439100000005
ISR,Israel,1984,,72221.17969,4.016229,124.74917190000001,36.20011553
ITA,Italy,1984,18.241708554843548,1088288.625,56.839859,123.6063686,38.54383683
JPN,Japan,1984,-0.04572642855962867,2178793.75,119.318921,150.6861502,36.75958923
KOR,"Korea, Rep.",1984,6.8773996957745,267048.75,39.9129,161.5894868,13.4691786
LUX,Luxembourg,1984,,8297.198242,0.365795,144.91936769999998,45.66227529
LVA,Latvia,1984,,,,,
MEX,Mexico,1984,52.928516245575416,845523.875,75.72121,85.55774105,22.47875098
NLD,Netherlands,1984,72.8521707866077,309036.3125,14.396606,114.67423529999999,43.21288283
NOR,Norway,1984,-17.529762857280645,112047.3359,4.133833,165.604018,54.56478563
NZL,New Zealand,1984,347.56155198669273,59536.51172,3.2430779999999997,135.0067834,36.95641519
POL,Poland,1984,,247710.6563,37.208529,109.41352260000001,13.40188957
PRT,Portugal,1984,47.38120862017395,95215.8125,9.921895,98.66354709999999,19.31871774
SVK,Slovak Republic,1984,,,,,
SVN,Slovenia,1984,,,,,
SWE,Sweden,1984,16.239330629364016,184659.7969,8.333903999999999,136.7721336,44.60542754
TUR,Turkey,1984,11.355558511536621,408700.6875,48.138191,110.4623913,17.09147125
USA,United States,1984,36.94052356951804,7580414.0,238.404223,141.81057130000002,64.00926306
AUS,Australia,1985,69.00623202524363,373923.875,15.791043,150.6497102,47.66902024
AUT,Austria,1985,15.039844564312354,140281.9688,7.6005139999999995,150.9430669,37.15546795
BEL,Belgium,1985,,171080.8438,9.893499,124.71752749999999,34.81090513
CAN,Canada,1985,22.421948269984217,693116.6875,25.848173000000003,128.39563090000001,53.980928399999996
CHE,Switzerland,1985,70.89529340231469,198575.4688,6.45568,185.229772,61.92235259
CHL,Chile,1985,49.13947759113433,68525.625,12.108576,61.873629799999996,11.3926244
CZE,Czech Republic,1985,,,,,
DEU,Germany,1985,6.78591784163724,1482029.625,77.570009,137.46912939999999,38.46155949
DNK,Denmark,1985,10.689450468101363,111590.7891,5.113408,137.7188528,43.93207823
ESP,Spain,1985,65.79436008470068,478569.125,38.73433,107.5390371,24.87210111
EST,Estonia,1985,,,,,
FIN,Finland,1985,12.130623061114164,98259.78906,4.9022190000000005,165.75247230000002,40.35031829
FRA,France,1985,28.28748044421664,1171883.625,56.72358199999999,127.63120159999998,41.58959431
GBR,United Kingdom,1985,67.47566240943158,1164636.375,56.415195999999995,107.9767334,41.55833075
GRC,Greece,1985,56.35059221155445,140504.8281,9.907831,157.8922896,28.54805364
HUN,Hungary,1985,,111432.6719,10.572975,105.0102196,21.21676592
IRL,Ireland,1985,46.33082425713457,45523.99219,3.560225,121.038025,25.74107861
ISL,Iceland,1985,48.39447981441286,6387.088379,0.24141100000000001,154.4812562,53.26104912
ISR,Israel,1985,,73448.03906,4.082781,108.68043440000001,36.21495639
ITA,Italy,1985,14.334017538972335,1098616.875,56.910888,123.8486324,38.86106959
JPN,Japan,1985,2.7482168568625185,2250678.5,119.98866299999999,150.7147458,37.76044419
KOR,"Korea, Rep.",1985,14.038177120633113,279328.8438,40.501917,159.8151673,13.88366259
LUX,Luxembourg,1985,,8247.511719,0.366884,128.2246345,45.25410865
LVA,Latvia,1985,,,,,
MEX,Mexico,1985,64.83629071257361,847114.5,77.322643,95.06531743,22.05460436
NLD,Netherlands,1985,63.873135950736284,301936.75,14.471591,118.81678799999999,42.00137832
NOR,Norway,1985,-39.301070611682064,112766.2266,4.1483550000000005,164.51899790000002,54.72263231
NZL,New Zealand,1985,305.76781650378837,58717.328129999994,3.268192,129.0997609,36.16783968
POL,Poland,1985,,267103.0313,37.486105,118.1790628,14.34406834
PRT,Portugal,1985,60.918719490310515,96729.23438,9.929014,95.17642139,19.61171049
SVK,Slovak Republic,1985,,,,,
SVN,Slovenia,1985,,,,,
SWE,Sweden,1985,21.054337675407293,188284.3906,8.350814,147.2382472,45.38886812
TUR,Turkey,1985,8.876635393459111,431159.1563,49.178079,120.4655872,17.64939811
USA,United States,1985,27.75187218417818,7860198.5,240.691557,138.4339204,65.74102993
AUS,Australia,1986,176.76934865015463,385013.0,16.047026000000002,142.6238293,48.29972785
AUT,Austria,1986,11.355039097176723,147261.3906,7.610435000000001,147.6995513,38.95321092
BEL,Belgium,1986,,183804.8906,9.903895,125.42560929999999,37.36068941
CAN,Canada,1986,45.49663991206262,706454.3125,26.181342,131.19760159999998,54.31953244
CHE,Switzerland,1986,82.8236200634573,209875.3281,6.493442,190.46614440000002,65.06542466
CHL,Chile,1986,100.68193535133648,71976.79688,12.304203,64.05824899,11.77613767
CZE,Czech Republic,1986,,,,,
DEU,Germany,1986,12.963139082950761,1599785.5,77.671877,137.1121874,41.46310314
DNK,Denmark,1986,11.17464876875144,121172.6172,5.113767,149.07778009999998,47.70099062
ESP,Spain,1986,82.99557364619558,510660.6875,38.85436,115.6605024,26.45796954
EST,Estonia,1986,,,,,
FIN,Finland,1986,28.482127901061,104587.5703,4.921293,161.3894062,42.78235604
FRA,France,1986,25.442276158027425,1239001.375,57.056509,129.0017042,43.71499557
GBR,United Kingdom,1986,85.89511563130318,1191488.25,56.51944399999999,107.46956850000001,42.4380802
GRC,Greece,1986,50.36249380187987,146577.0313,9.945575999999999,164.0895011,29.668789500000003
HUN,Hungary,1986,,117148.5938,10.526561000000001,108.68715390000001,22.40342484
IRL,Ireland,1986,-8.470629214956576,48284.35938,3.566327,115.42259820000001,27.25518652
ISL,Iceland,1986,13.03699075014236,6960.627441,0.24414499999999997,126.90065179999999,57.39372349
ISR,Israel,1986,,78469.45313,4.148764,110.23196100000001,38.07551106
ITA,Italy,1986,-1.6222204484138776,1173825.5,56.956635,122.8610397,41.48805382
JPN,Japan,1986,0.6560288367181467,2458837.5,120.551455,150.59345119999998,41.06021487
KOR,"Korea, Rep.",1986,23.98096860239122,330681.6875,41.059473,158.8139209,16.21289688
LUX,Luxembourg,1986,,9566.349609,0.368662,144.6616519,52.2374201
LVA,Latvia,1986,,,,,
MEX,Mexico,1986,94.8231103501372,791244.5,78.939441,82.91706474,20.17811086
NLD,Netherlands,1986,95.12701730483377,315860.9375,14.551065,125.1615142,43.69834464
NOR,Norway,1986,77.93786053462681,108864.2813,4.164166000000001,201.8650493,52.62852788
NZL,New Zealand,1986,239.07634890665892,62800.765629999994,3.290132,119.1861039,38.42514035
POL,Poland,1986,,285573.4688,37.703942,117.24436979999999,15.24737018
PRT,Portugal,1986,37.050369578780135,105987.9922,9.925410000000001,103.7391207,21.49671287
SVK,Slovak Republic,1986,,,,,
SVN,Slovenia,1986,,,,,
SWE,Sweden,1986,43.98806444397836,202341.6406,8.377863,140.01335469999998,48.62010126
TUR,Turkey,1986,9.950885508011952,458824.0313,50.187090999999995,114.37760729999998,18.40424387
USA,United States,1986,46.51758995071965,8117222.0,243.032017,134.8216665,67.23691501
AUS,Australia,1987,167.85212225428057,417436.25,16.314778,146.9129054,51.507780700000005
AUT,Austria,1987,19.882850069925524,153703.625,7.6237,150.674946,40.58655206
BEL,Belgium,1987,,195093.1719,9.916261,131.8961813,39.60572493
CAN,Canada,1987,113.41815034244765,757304.5,26.541981,133.8984663,57.43823019
CHE,Switzerland,1987,72.30128338890651,215439.6719,6.53116,192.677909,66.40475857
CHL,Chile,1987,241.21628874582828,77517.32813,12.507488,77.30881634,12.47649355
CZE,Czech Republic,1987,,,,,
DEU,Germany,1987,9.875848278749581,1670961.625,77.86438100000001,135.6736297,43.20076993
DNK,Denmark,1987,4.66462163820698,124956.6563,5.116351,139.5256159,49.16577742
ESP,Spain,1987,86.68118940214407,548892.125,38.950965000000004,125.4328027,28.36825516
EST,Estonia,1987,,,,,
FIN,Finland,1987,17.414574644801643,109773.1953,4.937259,167.4626592,44.75836793
FRA,France,1987,33.168054510468096,1277776.75,57.402141,132.0525694,44.81162951
GBR,United Kingdom,1987,128.80730992566677,1259506.125,56.649375,111.1706355,44.75782844
GRC,Greece,1987,62.71566560021281,145561.9688,9.979755,133.7434995,29.36242278
HUN,Hungary,1987,,125148.375,10.482364,105.35862890000001,24.03420851
IRL,Ireland,1987,15.84118933435976,51578.72266,3.5664160000000003,105.37399939999999,29.11403699
ISL,Iceland,1987,2.660341423947665,7809.82666,0.246867,149.6545765,63.68574031
ISR,Israel,1987,,84854.99219,4.215756,110.503227,40.51965858
ITA,Italy,1987,31.338233920606882,1234180.875,56.980621,129.23508710000002,43.6029106
JPN,Japan,1987,2.7638662641397485,2633404.5,121.02183000000001,155.8226745,43.80439675
KOR,"Korea, Rep.",1987,25.424424122794342,382212.3125,41.588374,162.9689145,18.50105859
LUX,Luxembourg,1987,,9915.150391,0.371079,165.2614036,53.78940924
LVA,Latvia,1987,,,,,
MEX,Mexico,1987,50.888030451093655,801227.625,80.571067,87.69484167,20.01892008
NLD,Netherlands,1987,75.48197593920406,319661.0313,14.634787,124.4381135,43.97108039
NOR,Norway,1987,11.948500989780053,111544.8906,4.181326,184.86725019999997,53.70311771
NZL,New Zealand,1987,191.90890576063734,65722.26563,3.3104080000000002,110.90411340000001,39.96638335
POL,Poland,1987,,300706.1875,37.867481,113.8126443,15.98599948
PRT,Portugal,1987,58.282209817214856,114203.2969,9.912208,126.8731071,23.19380925
SVK,Slovak Republic,1987,,,,,
SVN,Slovenia,1987,,,,,
SWE,Sweden,1987,21.357323356862466,212168.9063,8.413658,146.92113469999998,50.76457202
TUR,Turkey,1987,7.952893366434119,506245.125,51.168841,137.9893267,19.91677973
USA,United States,1987,72.37698218423033,8401659.0,245.42540899999997,134.203057,68.91430388
AUS,Australia,1988,188.67977884612182,442874.0,16.585905,156.01198,53.75326609
AUT,Austria,1988,19.698660408723555,163953.5156,7.642479,159.13838959999998,43.18673042
BEL,Belgium,1988,,211314.4063,9.931873,145.2577642,42.83135311
CAN,Canada,1988,72.1385287333492,797995.4375,26.919036,141.7990562,59.67669337
CHE,Switzerland,1988,11.672507975278641,219900.2188,6.571461,194.2855832,67.36395436
CHL,Chile,1988,224.07527564624093,85033.66406,12.716508000000001,79.91671585,13.46129589
CZE,Czech Republic,1988,,,,,
DEU,Germany,1988,4.598243123488753,1760604.375,78.146938,140.71874269999998,45.35379754
DNK,Denmark,1988,26.25955861755599,125574.6484,5.121511,133.7288169,49.35915398
ESP,Spain,1988,112.82065756291762,589267.5,39.032625,138.0669437,30.39125091
EST,Estonia,1988,,,,,
FIN,Finland,1988,29.381353582355718,118293.0234,4.951886,178.7975199,48.08973015
FRA,France,1988,50.23450982629032,1345192.375,57.751543999999996,137.1355141,46.89047622
GBR,United Kingdom,1988,149.4830307639088,1319108.375,56.797704,124.0632179,46.75343711
GRC,Greece,1988,71.6987307201623,155929.5938,10.017036000000001,148.1939208,31.33669273
HUN,Hungary,1988,,126438.7969,10.442721,100.45124670000001,24.37420873
IRL,Ireland,1988,14.591304764043251,53665.72656,3.5634379999999997,104.89372069999999,30.31737899
ISL,Iceland,1988,-14.83030071838593,8043.368164,0.249563,161.5450539,64.88160676
ISR,Israel,1988,,88118.10156,4.2908599999999995,110.27024399999999,41.34134801
ITA,Italy,1988,46.139100073471035,1289985.875,56.990644999999994,133.3934399,45.56645358
JPN,Japan,1988,-0.9454648325947079,2902971.25,121.432942,167.9165331,48.12492482
KOR,"Korea, Rep.",1988,31.038573853492917,433107.0313,42.08505,170.77310500000002,20.71720832
LUX,Luxembourg,1988,,11036.936520000001,0.37411700000000003,173.7436888,59.38885438
LVA,Latvia,1988,,,,,
MEX,Mexico,1988,66.19531415073607,802082.6875,82.223153,98.69132123,19.63762046
NLD,Netherlands,1988,111.47685593151535,332677.9063,14.723266,130.9383617,45.48661799
NOR,Norway,1988,16.525717236131158,107012.125,4.1998169999999995,177.42522639999999,51.29398817
NZL,New Zealand,1988,227.57974196679803,68979.45313,3.332297,105.7934243,41.67157269
POL,Poland,1988,,321378.2813,37.990683000000004,117.43479270000002,17.02955379
PRT,Portugal,1988,98.5887684859087,123266.9766,9.896416,146.3341552,25.07452112
SVK,Slovak Republic,1988,,,,,
SVN,Slovenia,1988,,,,,
SWE,Sweden,1988,49.43551936090833,221822.1875,8.457108,152.91564630000002,52.80158426
TUR,Turkey,1988,23.489465831577547,515022.0625,52.126497,115.1232098,19.88983313
USA,United States,1988,66.2640882652493,8747260.0,247.865202,130.0284674,71.04284119
AUS,Australia,1989,146.21009242971905,458443.0313,16.849253,151.8802242,54.77325749999999
AUT,Austria,1989,26.601677492924384,173181.6875,7.669600999999999,161.9956271,45.45619112
BEL,Belgium,1989,,218196.2344,9.952253,153.57688259999998,44.13566654
CAN,Canada,1989,64.29829505148122,828115.1875,27.296516999999998,141.39371459999998,61.07273379
CHE,Switzerland,1989,74.49680514623451,226807.0,6.618268,195.6996899,68.98838064
CHL,Chile,1989,258.90528646678865,93023.5,12.928491000000001,92.74188620000001,14.48467265
CZE,Czech Republic,1989,,,,,
DEU,Germany,1989,30.33904961034039,1836866.125,78.51479,145.3959614,47.09663494
DNK,Denmark,1989,58.43317866193314,126865.6328,5.129472,135.1644439,49.78920282
ESP,Spain,1989,122.83998411158737,629367.4375,39.110106,146.5733105,32.39508491
EST,Estonia,1989,,,,,
FIN,Finland,1989,24.818589907942116,123174.0313,4.967776000000001,196.2379594,49.91384163
FRA,France,1989,60.58949566721824,1397526.5,58.092992,140.4626406,48.42840361
GBR,United Kingdom,1989,205.8532040407864,1353619.75,56.953860999999996,122.32170490000001,47.84508799
GRC,Greece,1989,57.26255258739581,164240.9531,10.065859,144.6725457,32.84690544
HUN,Hungary,1989,,130312.1016,10.409854,96.84993829999999,25.20019821
IRL,Ireland,1989,13.057570434183244,57179.125,3.5613309999999996,116.91003629999999,32.32131422
ISL,Iceland,1989,-29.557044404464154,7689.916015999999,0.252219,138.48411090000002,61.37728074
ISR,Israel,1989,,87025.01563,4.383341000000001,109.75560420000001,39.96710565
ITA,Italy,1989,14.10553363664668,1344268.0,56.99709300000001,135.2134946,47.47850119
JPN,Japan,1989,-2.048518812456559,3121316.25,121.831143,173.49781389999998,51.57548266
KOR,"Korea, Rep.",1989,27.67113333335934,473686.9063,42.546704,182.3422663,22.41244849
LUX,Luxembourg,1989,,12451.8125,0.377708,166.0049341,66.36517367
LVA,Latvia,1989,,,,,
MEX,Mexico,1989,75.2962422621495,828844.625,83.901643,96.44198431,19.88687327
NLD,Netherlands,1989,202.32027446438337,347404.6563,14.816751000000002,134.3981349,47.20048909
NOR,Norway,1989,89.2424894312757,111348.4141,4.219532,154.63357340000002,53.12312287
NZL,New Zealand,1989,222.0678511545014,69742.13281,3.36035,119.0706777,41.78058887
POL,Poland,1989,,337422.4688,38.094812,118.04261969999999,17.83084851
PRT,Portugal,1989,172.7857392814969,131268.875,9.886997000000001,141.43462480000002,26.72767656
SVK,Slovak Republic,1989,,,,,
SVN,Slovenia,1989,,,,,
SWE,Sweden,1989,50.83712290046495,228394.8906,8.506236,167.83215239999998,54.05212875
TUR,Turkey,1989,37.30410066020248,508917.75,53.066568999999994,116.72762069999999,19.30591702
USA,United States,1989,72.72295868783571,9055775.0,250.340795,127.1927946,72.82120191
AUS,Australia,1990,157.30508735457474,459148.7188,17.096869,124.78470949999999,54.06306195
AUT,Austria,1990,23.656428129273138,183681.8125,7.706571,160.9422961,47.98094735
BEL,Belgium,1990,,228674.5625,9.978241,155.8157627,46.1347014
CAN,Canada,1990,76.94440045273954,834830.0625,27.662440000000004,125.30318989999999,60.75351936
CHE,Switzerland,1990,129.5275460575597,238674.4844,6.67392,194.1838112,71.9927632
CHL,Chile,1990,120.37351253006572,95236.03906,13.141202,93.75970243,14.58915302
CZE,Czech Republic,1990,,215230.2656,10.323701,105.92586399999999,41.96930428
DEU,Germany,1990,10.260290381720656,1977566.375,78.958237,144.5638172,50.41937671
DNK,Denmark,1990,49.36899616252439,131056.1406,5.140332,126.8152494,51.32512916
ESP,Spain,1990,157.54029585225825,665134.625,39.192054999999996,147.243146,34.16452342
EST,Estonia,1990,,18450.84375,1.56532,136.07234019999999,23.72886377
FIN,Finland,1990,34.59761153708853,123536.4375,4.986705000000001,181.8134841,49.8706745
FRA,France,1990,62.61938886910906,1444479.25,58.418028,137.3758678,49.77694758
